n,short_name,cat.x,cat1,cat2,group,govern,year,id,paddd,paddd_type,paddd_type.1,paddd_status,paddd_enacted,paddd_events,trends,hits,area_km2,acc_50k,pop_50k,amp_div,bir_div,mam_div,tot_div,alt,tri,bioma,alt_r,Min_dist,Avg_dist,mean.eng,na_rows.eng,total_days.eng,mean.pt,na_rows.pt,total_days.pt,cat.y,esfera,area_km2_mod,pop_50k_mod,alt_r_mod,acc_50k_mod,tot_div_mod,Min_dist_mod,year_mod
729,PARES DO JACARAP<c9>,Parque,PAR,PE,PI,estadual,2002,0000.25.2334,0,none,none,NA,0,0,0,9,0.19,18,62410.0376052856,28,310,117,455,22.6666666666667,7.375,Marinho,14,0,1758.455928,0,NA,NA,0,NA,NA,NA,NA,-1.1201611288784243,0.6329334537047323,-1.3758559027091715,-0.8298226923625246,-1.3668898916440615,-1.7718471866319445,-0.2411203465163893
773,MN CACHOEIRA DO FERRO DOIDO,Monumento Natural,MN,MN,PI,estadual,1998,0000.29.0295,0,none,none,none,0,0,0,9,3.62,164,5023.61556231976,38,321,125,484,832.261538461538,31.6961538461538,Caatinga,189,277.3964796,1310.020566,0,NA,NA,0,NA,NA,NA,NA,-0.6485442649391889,-0.6723622934255503,0.3384776818098855,0.7167649378223879,-1.106324496766794,1.0459465076111003,0.0678043572671827
873,RVS LIB<c9>LULAS DA SERRA DE S<c3>O JOS<c9>,Ref<fa>gio de Vida Silvestre,RVS,RVS,PI,estadual,2004,0000.31.0937,0,none,none,none,0,0,0,9,37.19,8,19896.1384818554,69,462,148,679,1085.65951742627,39.4700067024129,Mata Atlantica,491,115.537827,1065.014408,0,NA,NA,0,NA,NA,NA,NA,0.08583263901720926,0.04065988423909522,0.9809067629113823,-1.364464875387183,0.32186369816869176,0.6100253594573203,-0.39558269840817534
894,APA DO ALTO DO MUCURI,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,2011,0000.31.2612,0,none,none,none,0,0,0,9,3247.58,8,22927.0302786827,51,367,139,557,643.975522444301,39.5782685151748,Mata Atlantica,972,182.7674682,1085.568321,0,NA,NA,0,NA,NA,NA,NA,1.6307443224443339,0.11411820684527632,1.4413342148036674,-1.364464875387183,-0.5137812830515384,0.8380176266972531,-0.9362009300294264
910,APA CONCEI<c7><c3>O DA BARRA,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,2007,0000.32.0336,0,none,none,none,0,0,0,9,79.07,7,9687.54169797897,73,438,142,653,6.65389696169088,2.62759695290859,Mata Atlantica,31,178.3624454,1181.339715,0,NA,NA,0,NA,NA,NA,NA,0.34323480791356176,-0.3321809249968071,-0.8642610179660166,-1.4487402575965698,0.1571069039845234,0.8258722271200934,-0.6272762262458543
1004,RPPN XOD<d3>,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2010,0000.33.2291,0,none,none,none,0,0,0,9,0.07,54,21835.8019428253,69,504,158,731,798,60.5625,Mata Atlantica,91,119.386801,1123.842692,0,NA,NA,0,NA,NA,NA,NA,-1.1571183860373715,0.0888538826234546,-0.15120658793670952,-0.06930726698596239,0.6332761058267442,0.6262912314239245,-0.8589697540835334
1045,RPPN PEDRA BRANCA,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2013,0000.33.2951,0,none,none,none,0,0,0,9,0.14,28,22626.3809247017,105,546,154,805,812.666666666667,31.7916666666667,Mata Atlantica,26,74.03203692,1125.910281,0,NA,NA,0,NA,NA,NA,NA,-1.1350856033188186,0.10727956947206818,-0.9789780806644156,-0.5272627988759915,1.0402641627172111,0.38961917157001313,-1.0906632819212123
1072,PARES DOS MANANCIAIS DE CAMPOS DO JORD<c3>O,Parque,PAR,PE,PI,estadual,1993,0000.35.0836,0,none,none,none,0,0,0,9,5.17,28,56175.1523218155,94,525,157,776,1769.14953271028,29.7009345794393,Mata Atlantica,229,0,1085.155261,2,0,993,3,0,1451,Parque,Estadual,-0.54795701653235,0.5784036034082296,0.4674795642688153,-0.5272627988759915,0.8854051492678147,-1.7718471866319445,0.4539602369966477
1091,ESEC DO BARREIRO RICO,Esta<e7><e3>o Ecol<f3>gica,ESEC,ESEC,PI,estadual,2006,0000.35.1672,0,none,none,none,0,0,0,9,2.79,59,28794.6657018661,52,485,146,683,543.684210526316,10.1140350877193,Cerrado,64,92.35350409,1132.419115,1,0,1069,1,0,1451,Estação Ecológica,Estadual,-0.7173962389358233,0.23217473248896064,-0.38577447181598035,-0.007049429840731317,0.3466503393376195,0.4989852229656991,-0.5500450502999613
1146,RPPN TOCA DA PACA,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2008,0000.35.2017,0,none,none,none,0,0,0,9,1.87,51,58335.7717795372,46,457,142,645,512.297297297297,2.88851351351351,Cerrado,17,15.68239038,1108.731571,0,NA,NA,0,NA,NA,NA,NA,-0.8140719601622961,0.597956823482369,-1.252751064350439,-0.1094400519290133,0.1050925833303545,-0.36303516136945196,-0.7045074021917473
1155,ESEC DE AVAR<c9>,Esta<e7><e3>o Ecol<f3>gica,ESEC,ESEC,PI,estadual,2010,0000.35.2606,0,none,none,none,0,0,0,9,7.2,5,17396.0935146809,52,471,140,663,796.429577464789,12.875,Cerrado,97,154.1317376,1166.821538,0,NA,NA,0,NA,NA,NA,NA,-0.4490625916846129,-0.028906740169139054,-0.1085477350365526,-1.6545807377264288,0.22123727274622765,0.7532209436754322,-0.8589697540835334
1189,ESEC RIO DOS TOUROS,Esta<e7><e3>o Ecol<f3>gica,ESEC,ESEC,PI,estadual,2001,0000.41.0515,0,none,none,none,0,0,0,9,12.16,73,7135.10937786102,42,420,113,575,830.99604743083,55.1823122529644,Mata Atlantica,450,210.0874486,1427.291219,0,NA,NA,0,NA,NA,NA,NA,-0.2845900926278921,-0.4906033454318019,0.9221560496768274,0.14300849494592274,-0.3796077851217966,0.9073988046144178,-0.16388917057049632
1265,RPPN FAZENDA S<c3>O PEDRO,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2010,0000.50.1980,0,none,none,none,0,0,0,9,36.84,120,8981.25052833557,36,450,114,600,227.671936758893,2.32691040843215,Cerrado,36,158.1832933,1442.251325,0,NA,NA,0,NA,NA,NA,NA,0.08263150093737086,-0.37139764656927865,-0.7662330712504176,0.4948448201987733,-0.2000518835841879,0.7661267483551129,-0.8589697540835334
1303,APA NASCENTES DO RIO PARAGUAI,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,2006,0000.51.1896,0,none,none,none,0,0,0,9,708.57,101,3398.19283515215,47,518,140,705,360.616368286445,11.5575630252101,Cerrado,380,60.68585133,1589.673046,0,NA,NA,0,NA,NA,NA,NA,1.1018033834023628,-0.8748411535923202,0.8082702160106155,0.3726223829984645,0.4804376618931642,0.2915750786040609,-0.5500450502999613
1311,MN MORRO DE SANTO ANT<d4>NIO,Monumento Natural,MN,MN,PI,estadual,2006,0000.51.1920,0,none,none,none,0,0,0,9,2.58,74,32616.4340080619,47,466,135,648,248.884615384615,35.9471153846154,Amazonia,257,0,1548.247037,0,NA,NA,0,NA,NA,NA,NA,-0.7372155096166998,0.29674132497186134,0.5450475603745901,0.1526128506376519,0.12467305173789832,-1.7718471866319445,-0.5500450502999613
1330,APA SERRA DA JIB<d3>IA,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,2000,0000.52.1751,0,none,none,none,0,0,0,9,171.61,31,65874.1781177521,49,411,132,592,679.489266547406,17.05694692904,Cerrado,457,26.93448986,1193.443195,0,NA,NA,0,NA,NA,NA,NA,0.6103047271341324,0.6609209509308708,0.9325554869384818,-0.45682757265836,-0.2566840235661326,-0.10498143082328747,-0.0866579946246033
1339,ARIE PARQUE JK,<c1>rea de Relevante Interesse Ecol<f3>gico,ARIE,ARIE,US,estadual,1996,0000.53.1642,0,none,none,none,0,0,0,9,29.87,15,94103.2113778591,58,383,137,578,1107.27538726334,14.0832616179002,Cerrado,255,0,1167.826621,0,NA,NA,0,NA,NA,NA,NA,0.011848745375391937,0.8456964346446312,0.539793002668686,-0.9527839151274649,-0.35765391650648315,-1.7718471866319445,0.2222667091589687
1370,MN MUNICIPAL DA PEDRA DO COL<c9>GIO,Monumento Natural,MN,MN,PI,municipal,2010,0080.33.2012,0,none,none,none,0,0,0,9,1.27,29,68154.8411233425,115,533,156,804,458.692307692308,79.9759615384615,Amazonia,500,43.413285,1137.571474,0,NA,NA,0,NA,NA,NA,NA,-0.89561572608559,0.6785545387335142,0.9931465045490385,-0.5030057723098361,1.0350175944398963,0.12712622921645356,-0.8589697540835334
1380,PNM DA CAIXA D<b4><c1>GUA,Parque,PAR,PNM,PI,municipal,2008,0170.33.3231,0,none,none,none,0,0,0,9,0.17,20,679180.519860268,108,541,155,804,68.3333333333333,28.125,NA,7,12.71384733,1123.816624,0,NA,NA,0,NA,NA,NA,NA,-1.1260542677556797,1.869712171285054,-1.8002970317224853,-0.7582116010392054,1.0350175944398963,-0.4611228188242177,-0.7045074021917473
1401,APA MORRO AGUDO,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,municipal,2004,0350.33.1875,0,none,none,none,0,0,0,9,2.71,29,690613.507599831,116,530,157,803,80.537037037037,31.2384259259259,Cerrado,160,10.83096485,1117.841073,0,NA,NA,0,NA,NA,NA,NA,-0.724813840156152,1.8783609918437527,0.22665005352802214,-0.5030057723098361,1.0297645046341406,-0.5350515473723593,-0.39558269840817534
1437,APA DA SERRA DOS PRETOS FORROS,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,municipal,2000,0455.33.1797,0,none,none,NA,0,0,0,9,27.15,8,699664.516094208,108,537,148,793,144.681818181818,39.3440909090909,Marinho,436,0,1128.433532,0,NA,NA,0,NA,NA,NA,NA,-0.020221016704295353,1.8851069523080553,0.9008639665119025,-1.364464875387183,0.9768713210147277,-1.7718471866319445,-0.0866579946246033
1448,APA DO MORRO DOS CABRITOS,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,municipal,1992,0455.33.1816,0,none,none,none,0,0,0,9,1.35,11,636094.136997223,88,536,147,771,133.48275862069,80.3362068965517,Mata Atlantica,359,0,1137.707068,0,NA,NA,0,NA,NA,NA,NA,-0.8835734186615389,1.835755797047814,0.7699891084897885,-1.1586243952573239,0.8581222255600013,-1.7718471866319445,0.5311914129425407
1533,PNM DO DOURADO,Parque,PAR,PNM,PI,municipal,2002,3880.35.3120,0,none,none,none,0,0,0,9,0.5,48,16824.5076606274,48,459,136,643,516.4,16.1625,Mata Atlantica,46,202.2663887,1191.920518,0,NA,NA,0,NA,NA,NA,NA,-1.0396675154361288,-0.046214936389625455,-0.60470344896696,-0.15195832669122797,0.09198835514213846,0.8884993095916663,-0.2411203465163893
14,APA DE CANAN<c9>IA-IGUAP<c9>-PERU<cd>BE,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,federal,1984,0000.00.0014,0,none,none,none,0,0,0,8,2109.79,3,40483.4635028839,83,510,137,730,152.82226382193,26.2764218674795,Mata Atlantica,1435,34.50024093,1144.568064,0,NA,NA,0,NA,NA,NA,NA,1.480837149155041,0.40868773233542616,1.7041469367304292,-1.9446966000656745,0.6274987840731537,0.014996506067468595,1.1490408205096847
41,ARIE PONTAL DOS LATINOS E PONTAL DOS SANTIAGOS,<c1>rea de Relevante Interesse Ecol<f3>gico,ARIE,ARIE,US,federal,1984,0000.00.0042,0,none,none,none,0,0,0,8,29.92,181,2051.07104128983,27,287,53,367,1.33179012345679,0.591435185185185,Pampa,14,323.2334464,2045.029071,0,NA,NA,0,NA,NA,NA,NA,0.012411436661754883,-1.1363198676240935,-1.3758559027091715,0.7869290847582097,-2.2730096369022297,1.1222438075791445,1.1490408205096847
245,RESEX MARINHA TRACUATEUA,Reserva Extrativista,RESEX,RESEX,US,federal,2005,0000.00.0250,0,none,none,none,0,0,0,8,278.64,27,16542.7325696945,51,483,152,686,12.9124183006536,2.95973327438845,Amazonia,32,132.5382499,2108.656475,1,1,1112,1,0,1451,Reserva Extrativista,Federal,0.7780526366407385,-0.054964966929243346,-0.8434837707067588,-0.5523711209093464,0.36514538069294633,0.6781904959292571,-0.47281387435406835
286,RPPN RESERVA RIO DAS FURNAS,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2002,0000.00.1078,0,none,none,none,0,0,0,8,0.1,129,19241.4200406075,58,401,104,563,853.333333333333,68.4166666666667,NA,107,50.01098716,1457.724437,1,1,829,1,1,1451,Reserva Particular do Patrimônio Natural,Federal,-1.1475043116595713,0.023324952732538456,-0.042942066907946906,0.5461785710184748,-0.46858181257419407,0.1964579048212039,-0.2411203465163893
298,RPPN C<c9>U DO MAR,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,1994,0000.00.1161,0,none,none,none,0,0,0,8,0.03,13,656809.456100464,97,523,148,768,386,107.9375,NA,49,0,1136.745661,0,NA,NA,0,NA,NA,NA,NA,-1.170365202319681,1.8523594996864978,-0.562924727311436,-1.0483274633784512,0.8416675251956999,-1.7718471866319445,0.3767290610507547
300,RPPN GRAZIELA MACIEL BARROSO,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2005,0000.00.1166,0,none,none,none,0,0,0,8,1.85,21,332520.386437178,127,539,160,826,1131.28205128205,86.6185897435897,NA,516,34.55274394,1117.583793,0,NA,NA,0,NA,NA,NA,NA,-0.8165033467836441,1.4996938423060264,1.0143728421192113,-0.7249258899334504,1.1489637426213806,0.015736292433823757,-0.47281387435406835
364,RPPN CATEDRAL DO JALAP<c3>O,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2010,0000.00.2082,0,none,none,none,0,0,0,8,3.26,490,240.062513366342,38,316,123,477,405.296875,36.662109375,NA,251,89.81249373,1406.979245,0,NA,NA,0,NA,NA,NA,NA,-0.6767505516884904,-2.245854574821516,0.5291595977489961,1.4970317253404648,-1.1677643565315163,0.4851709219460267,-0.8589697540835334
404,RPPN MATA DA SERRA,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2009,0000.00.2136,0,none,none,none,0,0,0,8,0.15,78,27388.599155426,91,472,148,711,830,25.375,Mata Atlantica,17,27.28901348,1153.214729,0,NA,NA,0,NA,NA,NA,NA,-1.1320490174672835,0.20623789047202096,-1.252751064350439,0.18979075858918867,0.5162018544992577,-0.09866840745574403,-0.7817385781376404
405,RPPN MATA DO PROFESSOR BAPTISTA,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2009,0000.00.2137,0,none,none,none,0,0,0,8,0.09,76,13276.6240804195,39,412,90,541,32,12.875,NA,7,1.592746485,1623.383202,0,NA,NA,0,NA,NA,NA,NA,-1.150679556284612,-0.16890904204509236,-1.8002970317224853,0.17144324675377284,-0.6367313421688853,-1.29493477825266,-0.7817385781376404
407,RPPN MATUMBO,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2007,0000.00.2139,0,none,none,none,0,0,0,8,0.31,73,35812.1813304424,107,503,150,760,472.333333333333,43.5416666666667,NA,149,13.39381243,1150.264784,0,NA,NA,0,NA,NA,NA,NA,-1.0867575196098627,0.34516759027035526,0.17886626325282168,0.14300849494592274,0.7974725059115141,-0.4368985294640097,-0.6272762262458543
494,RPPN GRANDE FLORESTA DAS ARAUC<c1>RIAS,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2011,0000.00.2711,0,none,none,none,0,0,0,8,40.2,380,7493.21469497681,58,399,107,564,1267.07900943396,69.2502948113208,Mata Atlantica,655,63.961227,1476.61112,0,NA,NA,0,NA,NA,NA,NA,0.11220974872682342,-0.4652353270713556,1.1751517861035934,1.315545415725831,-0.46109534435493804,0.317473134694117,-0.9362009300294264
533,RPPN ODIR ZANELATTO,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2012,0000.00.3101,0,none,none,none,0,0,0,8,2.12,125,9024.37569618225,46,407,113,566,679.68085106383,33.6117021276596,Mata Atlantica,279,112.7517237,1386.998107,0,NA,NA,0,NA,NA,NA,NA,-0.785032814814583,-0.36891612458461825,0.6002997825824745,0.5238169462382497,-0.4461620772103975,0.5979124480313425,-1.0134321059753193
557,RESEX DO ITA<da>BA,Reserva Extrativista,RESEX,RESEX,US,estadual,1995,0000.11.0748,0,none,none,none,0,0,0,8,16.04,122,2323.87220323086,95,537,139,771,165.796052631579,16.4140625,Amazonia,150,125.9016565,2170.817446,0,NA,NA,0,NA,NA,NA,NA,-0.19475420443282526,-1.0716530372553081,0.18335270671969994,0.5065748166028717,0.8581222255600013,0.6526731161113413,0.2994978851048617
577,REBIO TRA<c7>ADAL,Reserva Biol<f3>gica,REBIO,REBIO,PI,estadual,1990,0000.11.0770,0,none,none,none,0,0,0,8,250.68,2859,1192.3687851131,88,463,156,707,159.442050209205,3.39796025104603,Amazonia,48,165.9670806,2271.882399,0,NA,NA,0,NA,NA,NA,NA,0.7414256946347789,-1.417165584191013,-0.5765657419147869,2.757861966088908,0.492392719949325,0.7900246584006018,0.6856537648343267
636,FLOES CANUTAMA,Floresta,FLO,FLOES,US,estadual,2009,0000.13.1737,0,none,none,none,0,0,0,8,1505.83,632,288.463164016604,95,525,175,795,60.1421869488536,3.16478395061728,Amazonia,48,208.1949854,2491.466181,0,NA,NA,0,NA,NA,NA,NA,1.363647836785759,-2.1510570430010336,-0.5765657419147869,1.6787910332768543,0.987503050407093,0.902890704951419,-0.7817385781376404
698,APA DA BICA DO IP<da>,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1999,0000.23.0954,0,none,none,none,0,0,0,8,34.7,76,17179.3381636143,28,263,113,404,717.242748091603,30.1977099236641,Caatinga,693,202.9982056,1794.930833,0,NA,NA,0,NA,NA,NA,NA,0.06239054285481595,-0.03540243705494594,1.2131734978250057,0.17144324675377284,-1.8681308299570079,0.8902983073194488,-0.009426818678710303
778,ARIE SERRA DO OROB<d3>,<c1>rea de Relevante Interesse Ecol<f3>gico,ARIE,ARIE,US,estadual,2002,0000.29.0300,0,none,none,none,0,0,0,8,73.99,148,7056.75603723526,40,335,130,505,548.265017667845,36.3350706713781,Caatinga,654,190.3495138,1276.694467,0,NA,NA,0,NA,NA,NA,NA,0.32044515717756544,-0.4963234532136296,1.1741217214376565,0.6437831300726281,-0.9271890741319708,0.8582563535358694,-0.2411203465163893
867,APA FAZENDA CAPIT<c3>O EDUARDO,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,2001,0000.31.0893,0,none,none,none,0,0,0,8,5.15,8,216175.483601332,68,461,150,679,734.43137254902,24.109068627451,Cerrado,150,0,1066.72782,0,NA,NA,0,NA,NA,NA,NA,-0.5490858709978771,1.276595612759569,0.18335270671969994,-1.364464875387183,0.32186369816869176,-1.7718471866319445,-0.16388917057049632
980,RPPN CAMPO ESCOTEIRO GERALDO HUGO NUNES,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,estadual,2008,0000.33.2267,0,none,none,none,0,0,0,8,0.2,14,447867.939586401,131,541,160,832,24.2,5.15,Mata Atlantica,8,19.70029962,1127.22203,0,NA,NA,0,NA,NA,NA,NA,-1.1172515983434705,1.65398197037807,-1.7207690712286732,-0.9989621147789406,1.1795140699115045,-0.2550125419624686,-0.7045074021917473
1213,ARIE DE S<c3>O DOMINGOS,<c1>rea de Relevante Interesse Ecol<f3>gico,ARIE,ARIE,US,estadual,1990,0000.41.0545,0,none,none,none,0,0,0,8,0.4,291,7113.10592246056,38,428,108,574,689.875,21.1875,Mata Atlantica,43,180.7284946,1381.822602,0,NA,NA,0,NA,NA,NA,NA,-1.0636554309727153,-0.49220331886934837,-0.6492387475145478,1.1251861486818988,-0.38695115830671833,0.8324324374544229,0.6856537648343267
1341,ARIE SANTU<c1>RIO DE VIDA SILVESTRE DO RIACHO FUNDO,<c1>rea de Relevante Interesse Ecol<f3>gico,ARIE,ARIE,US,estadual,1988,0000.53.1645,0,none,none,none,0,0,0,8,4.77,8,106866.87211585,57,380,137,574,1015.06382978723,6.21276595744681,Cerrado,37,0,1166.97935,0,NA,NA,0,NA,NA,NA,NA,-0.5712613400151247,0.91159370285506,-0.7482264772738733,-1.364464875387183,-0.38695115830671833,-1.7718471866319445,0.8401161167261127
1344,ARIE DOM BOSCO,<c1>rea de Relevante Interesse Ecol<f3>gico,ARIE,ARIE,US,estadual,2000,0000.53.1648,0,none,none,none,0,0,0,8,0.73,16,113379.865339756,56,378,136,570,1034.33333333333,17.2916666666667,Cerrado,43,0,1166.398903,0,NA,NA,0,NA,NA,NA,NA,-0.9900677928699958,0.9422441491316256,-0.6492387475145478,-0.9094061642789907,-0.41645292002966566,-1.7718471866319445,-0.0866579946246033
1354,ARIE DO TORTO,<c1>rea de Relevante Interesse Ecol<f3>gico,ARIE,ARIE,US,estadual,2006,0000.53.1768,0,none,none,none,0,0,0,8,2.09,7,107950.836152434,56,377,137,570,1052.26829268293,12.9451219512195,Cerrado,104,0,1170.955172,0,NA,NA,0,NA,NA,NA,NA,-0.7883921343772803,0.9168223267481413,-0.06196324748797078,-1.4487402575965698,-0.41645292002966566,-1.7718471866319445,-0.5500450502999613
1366,PNM DAVID VICTOR FARINA,Parque,PAR,PNM,PI,municipal,1995,0060.32.1566,0,none,none,none,0,0,0,8,0.43,62,62379.8483102322,73,451,143,667,27.5,8.08333333333333,Mata Atlantica,32,36.05466504,1180.278295,0,NA,NA,0,NA,NA,NA,NA,-1.0562837017585163,0.6326827795272878,-0.8434837707067588,0.02786060376914491,0.24661939231611205,0.03644879157830114,0.2994978851048617
1379,REBIO DO PARQUE EQUITATIVA,Reserva Biol<f3>gica,REBIO,REBIO,PI,municipal,2009,0170.33.3230,0,none,none,none,0,0,0,8,1.57,26,635951.57486248,121,536,156,813,133.285714285714,48.7285714285714,NA,251,18.45344182,1121.089638,0,NA,NA,0,NA,NA,NA,NA,-0.8524587222265112,1.8356396672267812,0.5291595977489961,-0.5783926705788325,1.0820038620601897,-0.2861107183612145,-0.7817385781376404
1389,PNM BAR<c3>O DE MAU<c1>,Parque,PAR,PNM,PI,municipal,2012,0250.33.2789,0,none,none,none,0,0,0,8,1.16,89,666764.953771591,108,543,155,806,4.40909090909091,3.78409090909091,Mata Atlantica,7,5.76301478,1126.845317,0,NA,NA,0,NA,NA,NA,NA,-0.912885892621676,1.8601535842497017,-1.8002970317224853,0.28306643249851415,1.0455042256385119,-0.8150022152225904,-1.0134321059753193
1469,APA DA LAGOA GRANDE,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,municipal,2006,0520.32.2920,0,none,none,NA,0,0,0,8,26.12,17,96735.7017219067,79,449,142,670,12.4031007751938,7.08812364425163,Marinho,39,0,1173.47748,0,NA,NA,0,NA,NA,NA,NA,-0.033181354749451435,0.8599908308374905,-0.7135928726387262,-0.8685085329180784,0.2655564376153175,-1.7718471866319445,-0.5500450502999613
1476,PNM VALE DO MULEMB<c1>,Parque,PAR,PNM,PI,municipal,2002,0530.32.2649,0,none,none,none,0,0,0,8,1.42,35,96133.0595386028,84,457,144,685,86.6451612903226,51.8548387096774,Mata Atlantica,200,0,1174.839284,0,NA,NA,0,NA,NA,NA,NA,-0.8733680399406133,0.8567531240728518,0.3764789106707179,-0.37255219044897353,0.3589893559997712,-1.7718471866319445,-0.2411203465163893
1540,PNM DA BIQUINHA,Parque,PAR,PNM,PI,municipal,2012,4630.31.2710,0,none,none,none,0,0,0,8,0.21,95,5913.89588594437,47,329,130,506,865.5,41.5625,NA,71,197.4466083,1138.452662,0,NA,NA,0,NA,NA,NA,NA,-1.114366213568446,-0.587847378066206,-0.31671505059397026,0.32924463214999034,-0.9188453197837554,0.8764867217092365,-1.0134321059753193
1544,PNM DO BANHADO,Parque,PAR,PNM,PI,municipal,2012,4990.35.2727,0,none,none,none,0,0,0,8,1.76,1,97473.3892631531,98,529,151,778,558.228571428571,4.97142857142857,NA,13,47.09887111,1100.093253,0,NA,NA,0,NA,NA,NA,NA,-0.8276600324322244,0.8639267255798591,-1.4224403902577534,-2.440652942534779,0.8962691917663669,0.1670325830614792,-1.0134321059753193
29,ARIE VASSUNUNGA,<c1>rea de Relevante Interesse Ecol<f3>gico,ARIE,ARIE,US,federal,1990,0000.00.0030,0,none,none,none,0,0,0,7,1.51,40,21766.7799301147,47,462,149,658,745.333333333333,12.775,Mata Atlantica,56,60.54607533,1094.15628,1,2,1136,1,1,1451,Área de Relevante Interesse Ecológico,Federal,-0.8606721798355187,0.08721367501620839,-0.47445349358784994,-0.2794973882054789,0.18929373287233653,0.2904395085669248,0.6856537648343267
112,FLONA DE AMAP<c1>,Floresta,FLO,FLONA,US,federal,1989,0000.00.0113,1,degazette,Proposed,Proposed,0,1,0,7,4603.56,186,996.105593144894,84,509,174,767,150.319506791477,10.8611981069701,Amazonia,386,52.76605498,2406.922462,1,0,1080,2,2,1451,Floresta,Federal,1.7520276339463687,-1.5102570492245304,0.8188205440606134,0.8063208883223383,0.8361683569446922,0.22278910471803526,0.7628849407802197
273,RVS DOS CAMPOS DE PALMAS,Ref<fa>gio de Vida Silvestre,RVS,RVS,PI,federal,2006,0000.00.0278,0,none,none,none,0,0,0,7,165.94,50,10137.476089716,42,404,112,558,1259.90444572748,12.1484555427252,Mata Atlantica,253,207.8236741,1439.238885,0,NA,NA,0,NA,NA,NA,NA,0.5986918994595946,-0.3086624408151492,0.5344972323245921,-0.12333395947064034,-0.5062143871990016,0.9020014076361581,-0.5500450502999613
308,RPPN ARARA VERMELHA,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2005,0000.00.1263,0,none,none,none,0,0,0,7,2.54,261,997.78861784935,49,344,138,531,834.901960784314,14.453431372549,Cerrado,94,146.7771944,1146.727513,0,NA,NA,0,NA,NA,NA,NA,-0.7411221447614754,-1.509383281413868,-0.12954032506834845,1.0476178043458069,-0.7154321305813788,0.7289082345666695,-0.47281387435406835
333,RESEX DO M<c9>DIO PUR<da>S,Reserva Extrativista,RESEX,RESEX,US,federal,2008,0000.00.1606,0,none,none,none,0,0,0,7,6042.1,329,774.740389183164,101,531,174,806,101.88841559079,4.49984223396703,Amazonia,111,146.5333657,2476.874154,1,1,1021,1,1,1451,Reserva Extrativista,Federal,1.8465532662330266,-1.6403200450920965,-0.018386369623050607,1.2127212802914928,1.0455042256385119,0.7280816061826868,-0.7045074021917473
345,RVS DE UNA,Ref<fa>gio de Vida Silvestre,RVS,RVS,PI,federal,2007,0000.00.1880,0,none,none,none,0,0,0,7,232.62,35,31516.5162801743,69,418,136,623,74.9673405909798,15.0435087522442,Mata Atlantica,212,123.4097605,1228.898699,1,1,971,1,1,1451,Refúgio de Vida Silvestre,Federal,0.7155360348016534,0.2789687240205168,0.41563232788281285,-0.37255219044897353,-0.041338481419531614,0.6427456983795833,-0.6272762262458543
379,RPPN ELIAS ANDRADE,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2009,0000.00.2098,0,none,none,none,0,0,0,7,2.08,105,10516.1083626747,24,268,110,402,253.974358974359,37.5769230769231,Caatinga,235,93.17648895,1842.314305,0,NA,NA,0,NA,NA,NA,NA,-0.7895191592537572,-0.2896660210699664,0.48486783653770793,0.4001455360643573,-1.8890522103309586,0.5033789013692234,-0.7817385781376404
390,RPPN GRUTINHA,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2009,0000.00.2117,0,none,none,none,0,0,0,7,0.06,35,66764.7685832977,58,416,101,575,85.25,29.53125,NA,89,32.0548102,1419.759061,0,NA,NA,0,NA,NA,NA,NA,-1.1603830754693083,0.6678783981593557,-0.16604690526668012,-0.37255219044897353,-0.3796077851217966,-0.020731154458163266,-0.7817385781376404
